id;Authors;Transform;CorrelationCoefficient;StandardError;Tstatistic;Observations;DegreesofFreedom;NumberofCountries;DependentVariable;Level;PerCapita;GlobalizationType;GlobalizationVariable;TradeGlobalization;FinancialGlobalization;OverallGlobalization;CapitalAccountOpen;CapitalFlows;FinancialOpenness;FDI;PortfolioInvestment;ForeignAssetsLiabilities;EquityMarketLiberalization;BankGlobalization;TradeToGDP;Exports;Imports;AlcalaCiccone;TradeInstrumentGravity;SachsWarner;Tariffs;OtherTradeOpenness;TradeDeJure;CapitalAccountLiberalization;GlobalizationType;AdditionalGlobalization;ControlVariables;LaggedDependentVariable;NonLinearGlobalization;InteractedGlobalization;PanelData;CrossSection;CountryFixedEffects;TimeFixedEffects;StartYear;EndYear;Dummy1870to1914;Dummy1915to1945;Dummy1946to1969;Dummy1970s;Dummy1980s;Dummy1990s;Dummy2000s;Dummy2010s;YearAverage;AdvancedCountriesOnly;DevelopingCountriesOnly;MixofCountries;EuropeOnly;NorthAmericaOnly;AfricaOnly;AsiaOnly;LatinAmericaOnly;ChinaOnly;EconometricStrategy;TacklingEndogeneity;OLS;GMM;RandomEffects;IV2SLS;SUR;OtherEstimator;NonOLS;ShortRun;LongRun;JournalName;YearofPublication;JournalImpactFactor;TopTierJournal;TopTierJournal2;Primary;Education;LaborForce;GovernmentSpending;Geography;FinancialDevelopment;Institutions;NaturalResources;Aid;Democracy;Inflation;CapitalStock;Prior;Crossauthor;IntraNationalStudy;ReviewedJournal;Citations;NumberRegressions
1;Abdullahi et al. 2012;1;0.0000724;0.00000905;8;300;281;15;Real GDP per capita growth;0;1;FinancialGlobalization;FDI inflow;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FinancialGlobalization;1;Exports;0;0;0;1;0;0;0;1990;2009;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;Random Effects;0;0;0;1;0;0;0;1;1;0;African Journal of Social Sciences;2012;0.0001;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;18
1;Abdullahi et al. 2012;1;0.0867007;0.020791535;4.17;300;281;15;Real GDP per capita growth;0;1;TradeGlobalization;Exports to GDP;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;TradeGlobalization;1;FDI to GDP;0;0;0;1;0;0;0;1990;2009;0;0;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;Random Effects;0;0;0;1;0;0;0;1;1;0;African Journal of Social Sciences;2012;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;18
1;Abdullahi et al. 2012;1;0.0033466;0.001901477;1.76;300;296;15;Real GDP per capita growth;0;1;FinancialGlobalization;FDI inflow;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FinancialGlobalization;1;Exports;0;0;0;1;0;0;0;1990;2009;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;OLS;0;1;0;0;0;0;0;0;1;0;African Journal of Social Sciences;2012;0.0001;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;18
1;Abdullahi et al. 2012;1;0.0355674;0.012349792;2.88;300;296;15;Real GDP per capita growth;0;1;TradeGlobalization;Exports to GDP;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;TradeGlobalization;1;FDI to GDP;0;0;0;1;0;0;0;1990;2009;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;OLS;0;1;0;0;0;0;0;0;1;0;African Journal of Social Sciences;2012;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;18
1;Abdullahi et al. 2012;1;0.00031154;0.000188812;1.65;300;281;15;Real GDP per capita growth;0;1;FinancialGlobalization;FDI inflow;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FinancialGlobalization;1;Exports;0;0;0;1;0;1;0;1990;2009;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;OLS;0;1;0;0;0;0;0;0;1;0;African Journal of Social Sciences;2012;0.0001;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;18
1;Abdullahi et al. 2012;1;0.0322402;0.014926019;2.16;300;281;15;Real GDP per capita growth;0;1;TradeGlobalization;Exports to GDP;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;TradeGlobalization;1;FDI to GDP;0;0;0;1;0;1;0;1990;2009;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;OLS;0;1;0;0;0;0;0;0;1;0;African Journal of Social Sciences;2012;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;18
1;Abdullahi et al. 2012;1;0.0033466;0.001901477;1.76;300;281;15;Real GDP per capita growth;0;1;FinancialGlobalization;FDI inflow;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;FinancialGlobalization;1;Exports;0;0;0;1;0;0;0;1990;2009;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;Random Effects;0;0;0;1;0;0;0;1;1;0;African Journal of Social Sciences;2012;0.0001;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;18
1;Abdullahi et al. 2012;1;0.355674;0.123497917;2.88;300;281;15;Real GDP per capita growth;0;1;TradeGlobalization;Exports to GDP;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;TradeGlobalization;1;FDI to GDP;0;0;0;1;0;0;0;1990;2009;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;1;0;0;Random Effects;0;0;0;1;0;0;0;1;1;0;African Journal of Social Sciences;2012;0.0001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;14;18
2;Ades and Glaeser 1999;1;0.0817;0.0288;2.836805556;64;59;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
2;Ades and Glaeser 1999;1;0.1504;0.0271;5.549815498;64;53;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, primary education enrollment, secondary education enrollment, higher education enrollment, four country group dummies;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
2;Ades and Glaeser 1999;1;0.1263;0.0302;4.182119205;64;51;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, primary education enrollment, secondary education enrollment, higher education enrollment, four country group dummies, index of political rights, number of revolutions and coups;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
2;Ades and Glaeser 1999;1;0.2491;0.0711;3.503516174;64;51;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, primary education enrollment, secondary education enrollment, higher education enrollment, four country group dummies, index of political rights, number of revolutions and coups;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2SLS;1;0;0;0;1;0;0;1;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
2;Ades and Glaeser 1999;1;0.1292;0.0112;11.53571429;58;52;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, primary education enrollment, secondary education enrollment, higher education enrollment, four country group dummies, index of political rights, number of revolutions and coups, specialization;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
2;Ades and Glaeser 1999;1;0.0691;0.0206;3.354368932;64;51;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, primary education enrollment, secondary education enrollment, higher education enrollment, four country group dummies, index of political rights, number of revolutions and coups;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
2;Ades and Glaeser 1999;1;0.0763;0.0461;1.655097614;64;51;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, primary education enrollment, secondary education enrollment, higher education enrollment, four country group dummies, index of political rights, number of revolutions and coups;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2SLS;1;0;0;0;1;0;0;1;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
2;Ades and Glaeser 1999;1;0.2378;0.0532;4.469924812;64;51;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, primary education enrollment, secondary education enrollment, higher education enrollment, four country group dummies, index of political rights, number of revolutions and coups;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2SLS;1;0;0;0;1;0;0;1;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
2;Ades and Glaeser 1999;1;0.0844;0.0384;2.197916667;64;51;99;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, primary education enrollment, secondary education enrollment, higher education enrollment, four country group dummies, index of political rights, number of revolutions and coups;0;0;1;0;1;0;0;1960;1985;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;2SLS;1;0;0;0;1;0;0;1;1;0;Quarterly Journal of Economics;1999;11.775;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;434;9
3;Afonso and Furceri 2010;1;3.098;1.002588997;3.09;159;111;28;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government revenues to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;3.254;1.013707165;3.21;159;110;28;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government revenues to GDP, squared government revenues to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;4.543;1.877272727;2.42;95;60;15;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government revenues to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;4.767;1.869411765;2.55;95;59;15;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government revenues to GDP, squared government revenues to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;2.988;0.94556962;3.16;159;111;28;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government spending to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;3.109;0.942121212;3.3;159;110;28;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government spending to GDP, squared government spending to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;4.348;1.665900383;2.61;95;60;15;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government spending to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;4.735;1.655594406;2.86;95;59;15;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government spending to GDP, squared government spending to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;2.965;0.968954248;3.06;159;111;28;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government revenues to GDP;0;0;0;1;0;0;1;1970;2005;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;3.427;0.883247423;3.88;159;111;28;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government spending to GDP;0;0;0;1;0;0;1;1970;2005;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;3.662;1.458964143;2.51;95;60;15;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government revenues to GDP;0;0;0;1;0;0;1;1970;2005;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;4.357;1.378797468;3.16;95;60;15;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government spending to GDP;0;0;0;1;0;0;1;1970;2005;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;4.174;2.293406593;1.82;132;84;28;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government revenues to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;6.728;1.586792453;4.24;132;84;28;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government spending to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;0;0;1;0;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;1;557;24
3;Afonso and Furceri 2010;1;10.516;5.080193237;2.07;85;50;15;Real GDP per capita growth;0;1;TradeGlobalization;Trade to GDP;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;TradeGlobalization;0;Initial GDP per capita in levels, Investment share to GDP, population growth, human capital, output volatility, government revenues to GDP;0;0;0;1;0;1;1;1970;2005;0;0;0;1;1;1;1;0;1;1;0;0;1;0;0;0;0;0;OLS;0;1;0;0;0;0;0;0;1;0;European Journal of Political Economy;2010;1.782;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;557;24
